REG_DATE,º£Æ®³²,ÅÂ±¹,Æä·ç,ÅÂ±¹C,Æä·çC,"³Ãµ¿,»ì","³Ãµ¿,»ì,ÀÚ¼÷","³Ãµ¿,»ì,ÀÚ¼÷,Æ÷ÀåÈ½°¨","³Ãµ¿,»ì,ÀÚ¼÷,Æ÷ÀåÈ½°¨C",³Ãµ¿_Æä·ç,"³Ãµ¿,»ì_º£Æ®³²","³Ãµ¿,»ì,ÀÚ¼÷_ÅÂ±¹","³Ãµ¿,»ì,ÀÚ¼÷,Æ÷ÀåÈ½°¨_º£Æ®³²","³Ãµ¿,»ì,ÀÚ¼÷,Æ÷ÀåÈ½°¨_ÅÂ±¹",³Ãµ¿_Æä·çC,"³Ãµ¿,»ì,ÀÚ¼÷,Æ÷ÀåÈ½°¨_º£Æ®³²C","³Ãµ¿,»ì,ÀÚ¼÷,Æ÷ÀåÈ½°¨_ÅÂ±¹C",P_PRICE
2020-05-04,9.006666667,12.94666667,5.99,3,1,9.096666667,9.895,12.985,2,5.99,7.98,12.85,12.1,13.87,1,1,1,9.475555556
2020-05-11,11.1675,14.12333333,6.3,3,1,10.325,10.225,15.245,2,6.3,8.14,12.76,13.39,17.1,1,1,1,11.03888889
2020-05-18,11.595,14.85333333,6.03,3,1,9.046666667,10.555,19.585,2,6.03,8.65,12.84,19.21,19.96,1,1,1,10.64272727
2020-05-25,10.07666667,17.05,5.37,2,1,9.205,9.8,22.03,1,5.37,8.43,0,0,22.03,1,0,1,9.886
2020-06-01,10.25333333,14.34666667,6.08,3,1,10.485,10.39,16.025,2,6.08,8.14,11.97,13.81,18.24,1,1,1,9.901
2020-06-08,9.405,15.585,5.84,2,1,8.08,13.41,13.905,2,5.84,9.22,13.41,10.05,17.76,1,1,1,9.471
2020-06-15,10.31,13.0875,0,4,0,9.083333333,10.055,16.705,2,0,8.47,13.14,14.69,18.72,0,1,1,9.918461538
2020-06-22,9.84,9.6,6.18,2,1,9.98,8.37,13.65,1,6.18,8.65,0,13.65,0,1,1,0,8.59
2020-06-29,9.756666667,12.9275,5.89,4,1,8.73,11.055,17.87,1,5.89,7.84,14.57,0,17.87,1,0,1,9.595
2020-07-06,11.43333333,16.13,5.91,2,1,8.246666667,0,19.19,2,5.91,8.06,0,15.83,22.55,1,1,1,10.32444444
2020-07-13,10.472,13.43,6.14,2,1,8.07,8.63,17.33,2,6.14,8.07,0,16.68,17.98,1,1,1,9.387272727
2020-07-20,10.062,11.42,6.06,3,1,9.86,8.27,17.35,2,6.06,8.41,0,19.03,15.67,1,1,1,9.066666667
2020-07-27,11.77875,15.38,0,2,0,9.633333333,7.72,18.2275,2,0,8.61,0,17.565,18.89,0,1,1,11.15388889
2020-08-03,8.6025,13.25,6.08,3,1,8.346666667,8.64,19.84,1,6.08,8.33,9.88,0,19.84,1,0,1,9.108181818
2020-08-10,8.64,14.68,6.04,3,1,8.755,10.84,18.98,1,6.04,8.99,14.28,0,18.98,1,0,1,9.521666667
2020-08-17,9.856666667,13.71166667,5.99,3,1,10.495,9.19,19.315,1,5.99,9.72,10.55,0,19.315,1,0,1,9.869444444
2020-08-24,9.94,15.935,0,2,0,9.07,7.82,17.875,2,0,8.55,0,16.1,19.65,0,1,1,9.723636364
2020-08-31,9.493333333,12.58333333,0,3,0,9.476666667,9.915,0,0,0,8.62,13.13,0,0,0,0,0,9.575555556
2020-09-07,10.32,12.2975,5.76,4,1,9.635,11.43,18.03,1,5.76,7.67,11.43,0,18.03,1,0,1,10.18
2020-09-14,8.14,13.855,5.77,4,1,9.303333333,9.15,19.62,1,5.77,8.18,10.84,0,19.62,1,0,1,9.535
2020-09-21,11.3725,13.83333333,6.02,3,1,10.595,9.93,16.325,2,6.02,9.21,11.32,14.45,18.2,1,1,1,10.599
2020-09-28,7.3,14.46,0,2,0,8.7,8.1,17.33,1,0,6.5,0,0,17.33,0,0,1,8.941428571
2020-10-05,10.81833333,12.6125,0,4,0,9.28,9.205,17.8975,2,0,8.24,10.49,16.295,19.5,0,1,1,10.0535
2020-10-12,11.11,13.11333333,0,3,0,9.92,10.65,17.64,2,0,7.97,10.33,18.14,17.14,0,1,1,10.194
2020-10-19,8.8,12.97666667,5.89,3,1,8.533333333,7.12,19.2,1,5.89,7.85,0,0,19.2,1,0,1,9.042
2020-10-26,9.738,13.6325,0,4,0,9.85,10.26,16.245,2,0,7.59,12.2,14.12,18.37,0,1,1,10.35272727
2020-11-02,12.4425,13.12,5.9,3,1,9.796666667,9.58,17.775,2,5.9,8.29,11.51,19.73,15.82,1,1,1,10.0475
2020-11-09,11.97,11.18,0,2,0,10.55,8.855,19.46,1,0,9.78,11.04,19.46,0,0,1,0,9.737142857
2020-11-16,8.055,15.68,0,2,0,9.89,8.08,19.61,1,0,8.03,0,0,19.61,0,0,1,9.913333333
2020-11-23,11.92333333,12.88,0,3,0,9.39,10.165,17.65,2,0,7.33,11.08,19.19,16.11,0,1,1,10.625
2020-11-30,10.06333333,12.65,5.99,1,1,11.695,7.28,0,0,5.99,10.74,0,0,0,1,0,0,8.764285714
2020-12-07,10.37666667,11.37,6.2,4,1,9.315,10.1,14.855,2,6.2,7.75,12.6,15.78,13.93,1,1,1,9.614
2020-12-14,10.15333333,13.67666667,6.17,3,1,8.963333333,10.125,15.8,2,6.17,7.59,11.99,14.61,16.99,1,1,1,9.702
2020-12-21,9.136666667,12.85,5.77,3,1,10.48333333,6.24,17.44,1,5.77,7.99,0,0,17.44,1,0,1,9.889
2020-12-28,11.395,15.48,6.14,3,1,8.54,11.805,18.905,2,6.14,7.41,15.78,16.77,21.04,1,1,1,10.78272727
