REG_DATE,노르웨이,뉴질랜드,아이슬란드,아일랜드,영국,칠레,캐나다,호주,c노르웨이,c뉴질랜드,c아이슬란드,c아일랜드,c영국,c칠레,c캐나다,c호주,자사제품제조용,판매용,c자사제품제조용,c판매용,냉장,"냉장,포장횟감,필렛(F)","냉장,필렛(F)","냉장,필렛(F),횟감",c냉장,"c냉장,포장횟감,필렛(F)","c냉장,필렛(F)","c냉장,필렛(F),횟감",노르웨이 자사제품제조용,노르웨이 판매용,뉴질랜드 판매용,아이슬란드 판매용,아일랜드 판매용,영국 판매용,칠레 판매용,캐나다 판매용,호주 자사제품제조용,호주 판매용,c노르웨이 자사제품제조용,c노르웨이 판매용,c뉴질랜드 판매용,c아이슬란드 판매용,c아일랜드 판매용,c영국 판매용,c칠레 판매용,c캐나다 판매용,c호주 자사제품제조용,c호주 판매용,노르웨이 냉장,"노르웨이 냉장,포장횟감,필렛(F)","노르웨이 냉장,필렛(F)","노르웨이 냉장,필렛(F),횟감","뉴질랜드 냉장,포장횟감,필렛(F)",아이슬란드 냉장,아일랜드 냉장,영국 냉장,칠레 냉장,캐나다 냉장,호주 냉장,c노르웨이 냉장,"c노르웨이 냉장,포장횟감,필렛(F)","c노르웨이 냉장,필렛(F)","c노르웨이 냉장,필렛(F),횟감","c뉴질랜드 냉장,포장횟감,필렛(F)",c아이슬란드 냉장,c아일랜드 냉장,c영국 냉장,c칠레 냉장,c캐나다 냉장,c호주 냉장,노르웨이 자사제품제조용 냉장,"노르웨이 자사제품제조용 냉장,포장횟감,필렛(F)","노르웨이 자사제품제조용 냉장,필렛(F)",노르웨이 판매용 냉장,"노르웨이 판매용 냉장,포장횟감,필렛(F)","노르웨이 판매용 냉장,필렛(F)","노르웨이 판매용 냉장,필렛(F),횟감","뉴질랜드 판매용 냉장,포장횟감,필렛(F)",아이슬란드 판매용 냉장,아일랜드 판매용 냉장,영국 판매용 냉장,칠레 판매용 냉장,캐나다 판매용 냉장,호주 자사제품제조용 냉장,호주 판매용 냉장,c노르웨이 자사제품제조용 냉장,"c노르웨이 자사제품제조용 냉장,포장횟감,필렛(F)","c노르웨이 자사제품제조용 냉장,필렛(F)",c노르웨이 판매용 냉장,"c노르웨이 판매용 냉장,포장횟감,필렛(F)","c노르웨이 판매용 냉장,필렛(F)","c노르웨이 판매용 냉장,필렛(F),횟감","c뉴질랜드 판매용 냉장,포장횟감,필렛(F)",c아이슬란드 판매용 냉장,c아일랜드 판매용 냉장,c영국 판매용 냉장,c칠레 판매용 냉장,c캐나다 판매용 냉장,c호주 자사제품제조용 냉장,c호주 판매용 냉장,자사제품제조용 냉장,"자사제품제조용 냉장,포장횟감,필렛(F)","자사제품제조용 냉장,필렛(F)",판매용 냉장,"판매용 냉장,포장횟감,필렛(F)","판매용 냉장,필렛(F)","판매용 냉장,필렛(F),횟감",c자사제품제조용 냉장,"c자사제품제조용 냉장,포장횟감,필렛(F)","c자사제품제조용 냉장,필렛(F)",c판매용 냉장,"c판매용 냉장,포장횟감,필렛(F)","c판매용 냉장,필렛(F)","c판매용 냉장,필렛(F),횟감",WEEKCOUNT,두바이유,MONTH,MONTH_MEAN,P_PRICE
2016-07-18,16.98693557,0,0,0,9.396111786,0,9.510441138,0,6,0,0,0,1,0,1,0,13.50378343,15.63676659,2,6,11.36448268,27.15969805,15.51494183,17.18065393,4,1,2,1,13.50378343,18.72851165,0,0,0,9.396111786,0,9.510441138,0,0,2,4,0,0,0,1,0,1,0,0,13.2756889,27.15969805,15.51494183,17.18065393,0,0,0,9.396111786,0,9.510441138,0,2,1,2,1,0,0,0,1,0,1,0,13.4628543,0,13.54471255,13.08852351,27.15969805,17.4851711,17.18065393,0,0,0,9.396111786,0,9.510441138,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,13.4628543,0,13.54471255,10.66502548,27.15969805,17.4851711,17.18065393,1,0,1,3,1,1,1,9,43.18,7,14.63846877,15.1035208
2016-07-25,16.42932863,0,0,0,8.951593137,0,0,0,6,0,0,0,1,0,0,0,13.40319844,16.14423361,2,5,11.36593952,27.00142119,15.25978423,15.90875674,3,1,2,1,13.40319844,17.94239373,0,0,0,8.951593137,0,0,0,0,2,4,0,0,0,1,0,0,0,0,12.57311271,27.00142119,15.25978423,15.90875674,0,0,0,8.951593137,0,0,0,2,1,2,1,0,0,0,1,0,0,0,12.73219426,0,14.07420261,12.41403115,27.00142119,16.44536585,15.90875674,0,0,0,8.951593137,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,12.73219426,0,14.07420261,10.68281214,27.00142119,16.44536585,15.90875674,1,0,1,2,1,1,1,7,42.59,7,14.63846877,15.36108071
2016-08-01,15.5403171,0,0,0,0,11.15438596,9.181826102,0,6,0,0,0,0,1,1,0,12.80875553,14.6601006,2,6,10.8725159,26.86308165,14.39668663,14.43159616,4,1,2,1,12.80875553,16.90609789,0,0,0,0,11.15438596,9.181826102,0,0,2,4,0,0,0,0,1,1,0,0,11.57692577,26.86308165,14.39668663,14.43159616,0,0,0,0,11.15438596,9.181826102,0,2,1,2,1,0,0,0,0,1,1,0,11.97139055,0,13.64612051,11.18246099,26.86308165,15.14725275,14.43159616,0,0,0,0,11.15438596,9.181826102,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,11.97139055,0,13.64612051,10.50622435,26.86308165,15.14725275,14.43159616,1,0,1,3,1,1,1,8,38.92,8,14.40944084,14.19726433
2016-08-08,15.42566252,0,0,11.17675941,0,0,8.927802729,0,6,0,0,1,0,0,1,0,12.50161583,14.6092176,2,6,10.59915448,26.920006,14.51276631,14.31638073,4,1,2,1,12.50161583,16.88768587,0,0,11.17675941,0,0,8.927802729,0,0,2,4,0,0,1,0,0,1,0,0,11.1460279,26.920006,14.51276631,14.31638073,0,0,11.17675941,0,0,8.927802729,0,2,1,2,1,0,0,1,0,0,1,0,11.21302456,0,13.7902071,11.07903124,26.920006,15.23532551,14.31638073,0,0,11.17675941,0,0,8.927802729,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,11.21302456,0,13.7902071,10.39453113,26.920006,15.23532551,14.31638073,1,0,1,3,1,1,1,8,41.62,8,14.40944084,14.08231716
2016-08-15,15.73743328,0,0,0,8.881812615,0,0,0,6,0,0,0,1,0,0,0,12.81030337,15.53716111,2,5,10.73024524,26.9453359,14.72478789,14.7207649,3,1,2,1,12.81030337,17.20099824,0,0,0,8.881812615,0,0,0,0,2,4,0,0,0,1,0,0,0,0,11.65446155,26.9453359,14.72478789,14.7207649,0,0,0,8.881812615,0,0,0,2,1,2,1,0,0,0,1,0,0,0,11.49299258,0,14.12761415,11.81593052,26.9453359,15.32196162,14.7207649,0,0,0,8.881812615,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,11.49299258,0,14.12761415,10.34887157,26.9453359,15.32196162,14.7207649,1,0,1,2,1,1,1,7,43.27,8,14.40944084,14.7580589
2016-08-22,15.76867299,0,0,0,9.202416918,0,9.291967404,0,6,0,0,0,1,0,1,0,12.83592743,14.57242791,2,6,10.57583146,27.09641704,14.45445807,14.79776329,4,1,2,1,12.83592743,17.23504578,0,0,0,9.202416918,0,9.291967404,0,0,2,4,0,0,0,1,0,1,0,0,11.90447075,27.09641704,14.45445807,14.79776329,0,0,0,9.202416918,0,9.291967404,0,2,1,2,1,0,0,0,1,0,1,0,12.02708434,0,13.64477051,11.78185716,27.09641704,15.26414562,14.79776329,0,0,0,9.202416918,0,9.291967404,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,12.02708434,0,13.64477051,10.09208049,27.09641704,15.26414562,14.79776329,1,0,1,3,1,1,1,8,43.81,8,14.40944084,14.13830279
2016-08-29,15.69545586,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12.84282085,17.12177337,2,4,11.58927898,26.97594212,14.34831003,15.32161506,2,1,2,1,12.84282085,17.12177337,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,11.58927898,26.97594212,14.34831003,15.32161506,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,11.58814128,0,14.09750041,11.59041667,26.97594212,14.59911964,15.32161506,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,11.58814128,0,14.09750041,11.59041667,26.97594212,14.59911964,15.32161506,1,0,1,1,1,1,1,6,43.74,8,14.40944084,15.69545586
2016-09-05,15.32475367,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12.41241013,16.78092544,2,4,10.68969816,27.08348794,14.67529586,14.13504605,2,1,2,1,12.41241013,16.78092544,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,10.68969816,27.08348794,14.67529586,14.13504605,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,10.45947816,0,14.36534209,10.91991815,27.08348794,14.98524963,14.13504605,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10.45947816,0,14.36534209,10.91991815,27.08348794,14.98524963,14.13504605,1,0,1,1,1,1,1,6,43.17,9,14.18596372,15.32475367
2016-09-12,11.49347691,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10.89696597,12.08998786,2,2,10.03264891,0,12.95430492,0,2,0,2,0,10.89696597,12.08998786,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10.03264891,0,12.95430492,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,9.706627956,0,12.08730399,10.35866987,0,13.82130584,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9.706627956,0,12.08730399,10.35866987,0,13.82130584,0,1,0,1,1,0,1,0,4,44.89,9,14.18596372,11.49347691
2016-09-19,14.33569094,0,0,0,9.132980019,0,9.412847966,0,6,0,0,0,1,0,1,0,11.17671591,13.7010903,2,6,9.486757364,26.77820131,13.05577935,13.72318418,4,1,2,1,11.17671591,15.91517846,0,0,0,9.132980019,0,9.412847966,0,0,2,4,0,0,0,1,0,1,0,0,9.700600736,26.77820131,13.05577935,13.72318418,0,0,0,9.132980019,0,9.412847966,0,2,1,2,1,0,0,0,1,0,1,0,9.576081153,0,12.77735067,9.825120318,26.77820131,13.33420803,13.72318418,0,0,0,9.132980019,0,9.412847966,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,9.576081153,0,12.77735067,9.456982768,26.77820131,13.33420803,13.72318418,1,0,1,3,1,1,1,8,43.01,9,14.18596372,13.06999671
2016-09-26,14.65823186,0,0,0,8.491636491,0,0,0,6,0,0,0,1,0,0,0,11.66244301,14.62322833,2,5,9.666520114,26.92152212,13.2599726,14,3,1,2,1,11.66244301,16.15612629,0,0,0,8.491636491,0,0,0,0,2,4,0,0,0,1,0,0,0,0,10.25396193,26.92152212,13.2599726,14,0,0,0,8.491636491,0,0,0,2,1,2,1,0,0,0,1,0,0,0,10.26572537,0,13.05916065,10.24219848,26.92152212,13.46078455,14,0,0,0,8.491636491,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,10.26572537,0,13.05916065,9.366917486,26.92152212,13.46078455,14,1,0,1,2,1,1,1,7,43.4,9,14.18596372,13.77728967
2016-10-03,15.42039833,0,0,0,0,0,10.27614518,0,6,0,0,0,0,0,1,0,12.61997721,15.51171615,2,5,10.92898393,26.93174128,14.1033891,14.87306392,3,1,2,1,12.61997721,16.8206089,0,0,0,0,0,10.27614518,0,0,2,4,0,0,0,0,0,1,0,0,11.25540331,26.93174128,14.1033891,14.87306392,0,0,0,0,0,10.27614518,0,2,1,2,1,0,0,0,0,0,1,0,11.33305725,0,13.90689716,11.17774936,26.93174128,14.29988103,14.87306392,0,0,0,0,0,10.27614518,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,11.33305725,0,13.90689716,10.72694727,26.93174128,14.29988103,14.87306392,1,0,1,2,1,1,1,7,48.01,10,14.18298344,14.68550503
2016-10-10,16.8871829,0,0,12.21981424,9.516252082,0,0,0,6,0,0,1,1,0,0,0,16.72895539,14.93354216,2,6,11.22410824,27.12534819,18.1645963,14.70819001,4,1,2,1,16.72895539,16.96629666,0,0,12.21981424,9.516252082,0,0,0,0,2,4,0,0,1,1,0,0,0,0,11.58018331,27.12534819,18.1645963,14.70819001,0,0,12.21981424,9.516252082,0,0,0,2,1,2,1,0,0,1,1,0,0,0,11.76740133,0,21.69050944,11.39296529,27.12534819,14.63868316,14.70819001,0,0,12.21981424,9.516252082,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,11.76740133,0,21.69050944,11.04301054,27.12534819,14.63868316,14.70819001,1,0,1,3,1,1,1,8,49.93,10,14.18298344,15.38239547
2016-10-17,15.6821405,0,0,0,10.12153603,0,9.63829057,0,6,0,0,0,1,0,1,0,13.06553549,14.62026644,2,6,10.85869543,27.12092372,14.23556981,14.82582456,4,1,2,1,13.06553549,16.99044301,0,0,0,10.12153603,0,9.63829057,0,0,2,4,0,0,0,1,0,1,0,0,11.83747755,27.12092372,14.23556981,14.82582456,0,0,0,10.12153603,0,9.63829057,0,2,1,2,1,0,0,0,1,0,1,0,11.94351305,0,14.18755792,11.73144205,27.12092372,14.2835817,14.82582456,0,0,0,10.12153603,0,9.63829057,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,11.94351305,0,14.18755792,10.49708955,27.12092372,14.2835817,14.82582456,1,0,1,3,1,1,1,8,49.08,10,14.18298344,14.2315837
2016-10-24,15.63115902,0,0,0,10.55188679,0,9.886686884,0,6,0,0,0,1,0,1,0,13.00424667,14.70283907,2,6,10.90218403,27.0546634,14.08106413,15.4,4,1,2,1,13.00424667,16.94461519,0,0,0,10.55188679,0,9.886686884,0,0,2,4,0,0,0,1,0,1,0,0,11.58508122,27.0546634,14.08106413,15.4,0,0,0,10.55188679,0,9.886686884,0,2,1,2,1,0,0,0,1,0,1,0,11.71041895,0,14.29807439,11.45974349,27.0546634,13.86405387,15.4,0,0,0,10.55188679,0,9.886686884,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,11.71041895,0,14.29807439,10.63277239,27.0546634,13.86405387,15.4,1,0,1,3,1,1,1,8,49.19,10,14.18298344,14.27819097
2016-10-31,15.62001283,0,0,0,9.202516477,0,8.347591801,0,6,0,0,0,1,0,1,0,12.73365621,14.3004788,2,6,10.03967483,27.05292069,13.99902938,16.06050645,4,1,2,1,12.73365621,17.06319113,0,0,0,9.202516477,0,8.347591801,0,0,2,4,0,0,0,1,0,1,0,0,11.30429553,27.05292069,13.99902938,16.06050645,0,0,0,9.202516477,0,8.347591801,0,2,1,2,1,0,0,0,1,0,1,0,11.2905569,0,14.17675552,11.31803415,27.05292069,13.82130324,16.06050645,0,0,0,9.202516477,0,8.347591801,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,11.2905569,0,14.17675552,9.622714143,27.05292069,13.82130324,16.06050645,1,0,1,3,1,1,1,8,44.92,10,14.18298344,13.90877315
2016-11-07,15.2001678,0,0,0,10.01484018,0,0,0,6,0,0,0,1,0,0,0,12.61713145,15.19631681,2,5,10.69611891,24.78933085,14.25885416,15.8204511,3,1,2,1,12.61713145,16.49168597,0,0,0,10.01484018,0,0,0,0,2,4,0,0,0,1,0,0,0,0,11.03675827,24.78933085,14.25885416,15.8204511,0,0,0,10.01484018,0,0,0,2,1,2,1,0,0,0,1,0,0,0,10.9498055,0,14.28445741,11.12371104,24.78933085,14.2332509,15.8204511,0,0,0,10.01484018,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,10.9498055,0,14.28445741,10.56927561,24.78933085,14.2332509,15.8204511,1,0,1,2,1,1,1,7,43.04,11,13.75146674,14.45940671
2016-11-14,15.5237243,0,0,0,9.197996464,0,10.59931311,0,6,0,0,0,1,0,1,0,12.73412087,14.57856894,2,6,10.56597109,27.05101093,13.91718,15.7904001,4,1,2,1,12.73412087,16.91852602,0,0,0,9.197996464,0,10.59931311,0,0,2,4,0,0,0,1,0,1,0,0,11.23328739,27.05101093,13.91718,15.7904001,0,0,0,9.197996464,0,10.59931311,0,2,1,2,1,0,0,0,1,0,1,0,11.28688474,0,14.18135699,11.17969004,27.05101093,13.653003,15.7904001,0,0,0,9.197996464,0,10.59931311,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,11.28688474,0,14.18135699,10.32566654,27.05101093,13.653003,15.7904001,1,0,1,3,1,1,1,8,42.33,11,13.75146674,14.11745692
2016-11-21,15.61913628,0,0,0,9.000537346,0,11.05617496,0,6,0,0,0,1,0,1,0,12.42230668,14.82115278,2,6,10.47382404,28.32813607,14.1063791,15.3353396,4,1,2,1,12.42230668,17.21755109,0,0,0,9.000537346,0,11.05617496,0,0,2,4,0,0,0,1,0,1,0,0,10.91929193,28.32813607,14.1063791,15.3353396,0,0,0,9.000537346,0,11.05617496,0,2,1,2,1,0,0,0,1,0,1,0,11.01956014,0,13.82505321,10.81902371,28.32813607,14.38770498,15.3353396,0,0,0,9.000537346,0,11.05617496,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,11.01956014,0,13.82505321,10.29191201,28.32813607,14.38770498,15.3353396,1,0,1,3,1,1,1,8,44.15,11,13.75146674,14.22144125
2016-11-28,15.30633157,0,0,0,0,0,10.42214267,0,6,0,0,0,0,0,1,0,12.45073022,15.47173433,2,5,10.45236273,26.47713777,14.66506525,15.09577563,3,1,2,1,12.45073022,16.73413225,0,0,0,0,0,10.42214267,0,0,2,4,0,0,0,0,0,1,0,0,10.46747277,26.47713777,14.66506525,15.09577563,0,0,0,0,0,10.42214267,0,2,1,2,1,0,0,0,0,0,1,0,10.57043375,0,14.33102669,10.36451178,26.47713777,14.99910381,15.09577563,0,0,0,0,0,10.42214267,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,10.57043375,0,14.33102669,10.39332723,26.47713777,14.99910381,15.09577563,1,0,1,2,1,1,1,7,44.02,11,13.75146674,14.6085903
2016-12-05,15.77746042,0,0,0,0,0,10.49676683,0,6,0,0,0,0,0,1,0,12.44181976,16.05557796,2,5,10.73224512,27.05387367,15.18621012,15.53850006,3,1,2,1,12.44181976,17.44528075,0,0,0,0,0,10.49676683,0,0,2,4,0,0,0,0,0,1,0,0,10.84998427,27.05387367,15.18621012,15.53850006,0,0,0,0,0,10.49676683,0,2,1,2,1,0,0,0,0,0,1,0,10.77832957,0,14.10530994,10.92163896,27.05387367,16.2671103,15.53850006,0,0,0,0,0,10.49676683,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,10.77832957,0,14.10530994,10.7092029,27.05387367,16.2671103,15.53850006,1,0,1,2,1,1,1,7,51.51,12,14.65093357,15.02307562
2016-12-12,16.2355736,0,0,0,0,0,10.8016055,0,6,0,0,0,0,0,1,0,12.88512696,16.48895864,2,5,11.24163625,27.06595645,15.52715745,16.36986699,3,1,2,1,12.88512696,17.91079692,0,0,0,0,0,10.8016055,0,0,2,4,0,0,0,0,0,1,0,0,11.46165163,27.06595645,15.52715745,16.36986699,0,0,0,0,0,10.8016055,0,2,1,2,1,0,0,0,0,0,1,0,11.59116096,0,14.17909295,11.33214229,27.06595645,16.87522195,16.36986699,0,0,0,0,0,10.8016055,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,11.59116096,0,14.17909295,11.0668739,27.06595645,16.87522195,16.36986699,1,0,1,2,1,1,1,7,52.26,12,14.65093357,15.45929244
2016-12-19,15.56374685,0,0,0,0,0,10.96629644,0,6,0,0,0,0,0,1,0,13.5819162,15.43698903,2,5,11.93444331,19.4208906,15.94086816,17.24282069,3,1,2,1,13.5819162,16.55466217,0,0,0,0,0,10.96629644,0,0,2,4,0,0,0,0,0,1,0,0,12.41851674,19.4208906,15.94086816,17.24282069,0,0,0,0,0,10.96629644,0,2,1,2,1,0,0,0,0,0,1,0,12.42613954,0,14.73769286,12.41089394,19.4208906,17.14404346,17.24282069,0,0,0,0,0,10.96629644,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,12.42613954,0,14.73769286,11.68859519,19.4208906,17.14404346,17.24282069,1,0,1,2,1,1,1,7,51.81,12,14.65093357,14.90696822
2016-12-26,17.10113336,0,0,0,12.45194677,0,11.2980057,0,6,0,0,0,1,0,1,0,13.82517269,16.45106787,2,6,12.50118107,27.21193093,16.10051568,16.93906604,4,1,2,1,13.82517269,18.73911369,0,0,0,12.45194677,0,11.2980057,0,0,2,4,0,0,0,1,0,1,0,0,13.1273859,27.21193093,16.10051568,16.93906604,0,0,0,12.45194677,0,11.2980057,0,2,1,2,1,0,0,0,1,0,1,0,13.08313817,0,14.56720721,13.17163363,27.21193093,17.63382416,16.93906604,0,0,0,12.45194677,0,11.2980057,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,13.08313817,0,14.56720721,12.30719537,27.21193093,17.63382416,16.93906604,1,0,1,3,1,1,1,8,51.96,12,14.65093357,15.79459408
2017-01-01,17.20103183,0,0,0,0,0,11.48262961,0,6,0,0,0,0,0,1,0,14.05851267,17.31435905,2,5,12.54687753,27.53406248,15.93058957,17.65294638,3,1,2,1,14.05851267,18.77229141,0,0,0,0,0,11.48262961,0,0,2,4,0,0,0,0,0,1,0,0,13.0790015,27.53406248,15.93058957,17.65294638,0,0,0,0,0,11.48262961,0,2,1,2,1,0,0,0,0,0,1,0,13.13391923,0,14.98310611,13.02408376,27.53406248,16.87807303,17.65294638,0,0,0,0,0,11.48262961,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,13.13391923,0,14.98310611,12.25335669,27.53406248,16.87807303,17.65294638,1,0,1,2,1,1,1,7,52.1,1,14.955954,16.38411723
2017-01-06,17.13717931,0,0,0,11.61043956,0,11.90295959,0,6,0,0,0,1,0,1,0,14.05217301,16.3720215,2,6,12.09269763,28.06831208,16.32632882,17.24471481,4,1,2,1,14.05217301,18.67968247,0,0,0,11.61043956,0,11.90295959,0,0,2,4,0,0,0,1,0,1,0,0,12.42869568,28.06831208,16.32632882,17.24471481,0,0,0,11.61043956,0,11.90295959,0,2,1,2,1,0,0,0,1,0,1,0,12.5105719,0,15.59377411,12.34681945,28.06831208,17.05888353,17.24471481,0,0,0,11.61043956,0,11.90295959,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,12.5105719,0,15.59377411,11.9534062,28.06831208,17.05888353,17.24471481,1,0,1,3,1,1,1,8,54.82,1,14.955954,15.79205938
2017-01-16,16.9245123,0,0,0,0,0,11.47661077,0,6,0,0,0,0,0,1,0,14.27734708,16.89379809,2,5,11.86249393,28.22608884,16.1763388,16.85743635,3,1,2,1,14.27734708,18.24809492,0,0,0,0,0,11.47661077,0,0,2,4,0,0,0,0,0,1,0,0,12.05543551,28.22608884,16.1763388,16.85743635,0,0,0,0,0,11.47661077,0,2,1,2,1,0,0,0,0,0,1,0,12.22376844,0,16.33092571,11.88710258,28.22608884,16.02175189,16.85743635,0,0,0,0,0,11.47661077,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,12.22376844,0,16.33092571,11.68185668,28.22608884,16.02175189,16.85743635,1,0,1,2,1,1,1,7,53.72,1,14.955954,16.14624065
2017-01-23,16.67575272,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14.23089369,17.89818224,2,4,11.7010159,28.06636358,15.86810203,16.84991689,2,1,2,1,14.23089369,17.89818224,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,11.7010159,28.06636358,15.86810203,16.84991689,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,11.80157542,0,16.66021197,11.60045638,28.06636358,15.07599209,16.84991689,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,11.80157542,0,16.66021197,11.60045638,28.06636358,15.07599209,16.84991689,1,0,1,1,1,1,1,6,53.64,1,14.955954,16.67575272
2017-01-30,14.96686433,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13.45597336,15.72230982,2,4,10.91868428,21.36416647,15.52965831,15.54033436,2,1,2,1,13.45597336,15.72230982,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,10.91868428,21.36416647,15.52965831,15.54033436,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,10.95643715,0,15.95550957,10.8809314,21.36416647,15.10380706,15.54033436,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10.95643715,0,15.95550957,10.8809314,21.36416647,15.10380706,15.54033436,1,0,1,1,1,1,1,6,53.74,1,14.955954,14.96686433
2017-02-06,14.52445054,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13.28680615,15.14327274,2,4,10.41574937,19.84837185,15.58341633,15.3,2,1,2,1,13.28680615,15.14327274,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,10.41574937,19.84837185,15.58341633,15.3,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,10.40723808,0,16.16637421,10.42426065,19.84837185,15.00045844,15.3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10.40723808,0,16.16637421,10.42426065,19.84837185,15.00045844,15.3,1,0,1,1,1,1,1,6,54.25,2,14.39166667,14.52445054
2017-02-13,15.94960428,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13.05882477,17.39499403,2,4,10.18771977,28.17019953,15.97219002,15.20760655,2,1,2,1,13.05882477,17.39499403,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,10.18771977,28.17019953,15.97219002,15.20760655,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,10.19600105,0,15.92164848,10.17943849,28.17019953,16.02273156,15.20760655,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10.19600105,0,15.92164848,10.17943849,28.17019953,16.02273156,15.20760655,1,0,1,1,1,1,1,6,54.03,2,14.39166667,15.94960428
2017-02-20,15.73712394,0,0,0,10.92934132,0,0,0,6,0,0,0,1,0,0,0,13.00619721,15.86793811,2,5,10.28838546,28.1259683,15.64411596,15.07272837,3,1,2,1,13.00619721,17.10258731,0,0,0,10.92934132,0,0,0,0,2,4,0,0,0,1,0,0,0,0,9.967907536,28.1259683,15.64411596,15.07272837,0,0,0,10.92934132,0,0,0,2,1,2,1,0,0,0,1,0,0,0,9.986497837,0,16.02589659,9.949317235,28.1259683,15.26233532,15.07272837,0,0,0,10.92934132,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,9.986497837,0,16.02589659,10.43932928,28.1259683,15.26233532,15.07272837,1,0,1,2,1,1,1,7,54.22,2,14.39166667,15.05029785
2017-02-27,15.44770409,0,0,0,0,0,11.44077708,0,6,0,0,0,0,0,1,0,12.82440612,15.69563787,2,5,10.22757635,28.11845081,15.33423553,14.65735068,3,1,2,1,12.82440612,16.75935307,0,0,0,0,0,11.44077708,0,0,2,4,0,0,0,0,0,1,0,0,9.620975982,28.11845081,15.33423553,14.65735068,0,0,0,0,0,11.44077708,0,2,1,2,1,0,0,0,0,0,1,0,9.635597208,0,16.01321503,9.606354756,28.11845081,14.65525603,14.65735068,0,0,0,0,0,11.44077708,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,9.635597208,0,16.01321503,10.52356592,28.11845081,14.65525603,14.65735068,1,0,1,2,1,1,1,7,54.43,2,14.39166667,14.87528594
