REG_DATE,뉴질랜드,대만,러시아,미국,베트남,스페인,아르헨티나,에콰도르,우루과이,인도네시아,중국,칠레,캐나다,페루,뉴질랜드c,대만c,러시아c,미국c,베트남c,스페인c,아르헨티나c,에콰도르c,우루과이c,인도네시아c,중국c,칠레c,캐나다c,페루c,외화획득용,자사제품제조용,판매용,외화획득용 c,자사제품제조용c,판매용c,냉동,"냉동,다리","냉동,동체","냉동,동체,자숙","냉동,슬라이스(S)","냉동,지느러미","냉동,지느러미,자숙",냉동c,"냉동,다리c","냉동,동체c","냉동,동체,자숙c","냉동,슬라이스(S)c","냉동,지느러미c","냉동,지느러미,자숙c","대만,뉴질랜드,러시아,냉동c","미국,인도네시아,에콰도르,우루과이,에콰도르,베트남,스페인,냉동c","아르헨티나,냉동c","중국,냉동c","중국,인도네시아,냉동,다리c","중국,냉동,동체c","중국,칠레,냉동,동체,자숙c","중국,인도네시아,냉동,슬라이스(S)c","중국,인도네시아,러시아,냉동,지느러미c","칠레,페루,냉동c","칠레,냉동,다리c","칠레,냉동,동체c","칠레,냉동,지느러미c","캐나다,냉동c","페루,냉동,다리c","페루,냉동,동체c","페루,냉동,동체,자숙c","페루,냉동,지느러미c","페루,칠레,냉동,지느러미,자숙c","뉴질랜드,우루과이,냉동h","대만,러시아.베트남,스페인,냉동h","미국,캐나다,냉동h","아르헨티나,냉동h","에콰도르,냉동h","인도네시아,냉동h","중국,냉동h","중국,대만,아르헨티나,에콰도르,냉동,다리h","중국,냉동,동체h","중국,칠레,냉동,동체,자숙h","중국,냉동,지느러미h","칠레,페루,냉동h","칠레,냉동,다리h","칠레,냉동,동체h","칠레,냉동,지느러미h","페루,냉동,다리h","페루,냉동,동체h","페루,냉동,동체,자숙h","페루,냉동,지느러미h","뉴질랜드,외화획득용 제품","뉴질랜드,판매용","대만,외화획득용 원료","대만,판매용","러시아,판매용","미국,외화획득용 원료","미국,판매용","베트남,판매용","스페인,외화획득용 원료","스페인,판매용","아르헨티나,외화획득용 원료","아르헨티나,외화획득용 제품","아르헨티나,판매용","에콰도르,판매용","우루과이,판매용","인도네시아,판매용","중국,외화획득용 원료","중국,자사제품제조용","중국,판매용","칠레,외화획득용 원료","칠레,자사제품제조용","칠레,판매용","캐나다,판매용","페루,자사제품제조용","페루,판매용","뉴질랜드,외화획득용 제품c","뉴질랜드,판매용c","대만,외화획득용 원료c","대만,판매용c","러시아,판매용c","미국,외화획득용 원료c","미국,판매용c","베트남,판매용c","스페인,외화획득용 원료c","스페인,판매용c","아르헨티나,외화획득용 제품c","아르헨티나,판매용c","에콰도르,판매용c","우루과이,판매용c","인도네시아,판매용c","중국,외화획득용 원료c","중국,자사제품제조용c","중국,판매용c","칠레,외화획득용 원료c","칠레,자사제품제조용c","칠레,판매용c","캐나다,판매용c","페루,자사제품제조용c","페루,판매용c",외화획득용 냉동c,"자사제품제조용,냉동c","자사제품제조용,냉동,다리c","자사제품제조용,냉동,동체c","자사제품제조용,냉동,동체,자숙c","자사제품제조용,냉동,지느러미c","판매용,냉동c","판매용,냉동,다리c","판매용,냉동,동체c","판매용,냉동,동체,자숙c","판매용,냉동,슬라이스(S)c","판매용,냉동,지느러미c","판매용,냉동,지느러미,자숙c",두바이유,MONTH,MONTH_MEAN,CTRY_DIF,P_PRICE
2016-07-25,0,0,0,0,0,0,0,0,0,0,0,1.9475,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1.9475,0,0,4,0,1.06,1.2,3.1,0,2.43,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,1.06,1.2,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,42.59,7,2.74283167,0,1.9475
2016-08-01,0,0,0,0,0,0,0,0,0,0,1.02,1.076666667,0,2.83,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,4.06,1.17,0,1,5,1.6,1.18,1.115,4.06,0,0.84,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.02,0,0,1.6,1.18,1.21,0.84,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,1.076666667,0,4.06,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,1,0,1,1,2,0,0,1,0,38.92,8,2.810114433,0,1.651666667
2016-08-08,0,0,0,0,0,0,0,0,0,0,0,1.063333333,0,3.2925,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3.93,2.071666667,0,1,6,1.64,1.255,1.22,5.07,0,0.85,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,1.12,1.22,0.85,1.39,0,10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063333333,0,3.93,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,1,0,1,2,1,1,0,1,0,41.62,8,2.810114433,0,2.337142857
2016-08-15,0,0,0,0,0,0,0,0,0,0,1.705,1.123333333,0,2.507142857,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,2.406666667,1.865454545,0,3,11,1.65,1.29,1.085,4.66,2.09,0.896666667,0,1,4,2,3,1,3,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,2,0,2,2,0,0,0,0,0,0,0,0,1.29,0.92,2.52,0,1.65,1.24,1.25,0.88,2.63,0,11.46,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.705,0,0,1.123333333,0,2.406666667,2.5825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,4,0,0,1,0,1,1,1,3,2,2,1,2,0,43.27,8,2.810114433,0,1.981428571
2016-08-22,0,0,0,0,0,0,0,0,0,0,0,1.1,0,2.891666667,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3.64,1.91,0,2,7,0,1.18,1.21,6.13,0,0.906666667,2.1,0,2,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.22,1.21,0.87,1.14,0,12.26,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,3.64,2.5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,1,1,0,2,1,1,0,2,1,43.81,8,2.810114433,0,2.294444444
2016-08-29,0,0,0,0,0,0,0,0,0,0,0,1.903333333,0,4.843333333,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4.32,2.165,0,3,6,0,1.32,1.26,5.736666667,0,0.88,2.64,0,3,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3.93,0,0,2.71,1.26,0.88,1.25,0,13.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.285,1.2125,0,6.39,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,2,0,0,0,0,2,0,0,3,1,1,0,1,0,43.74,8,2.810114433,3,2.883333333
2016-09-05,2.69,0,0,0,0,0,0,0,0,0,0,1.881666667,0,3.44,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3.86,2.02,0,3,8,2.69,1.356666667,1.16,5.213333333,0,0.84,2.5,1,3,1,3,0,2,1,1,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,2,1,1,2.69,0,0,0,0,0,0,0,0,4,0,0,2.75,1.16,0.88,1.32,0,11.64,0.8,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,1.1975,0,5.08,2.893333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,3,0,0,0,0,2,0,1,3,1,1,0,2,0,43.17,9,2.754063035,3,2.521818182
2016-09-12,0,0,0,0,0,0,0,0,0,0,0,1.195,0,3.32,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3.41,1.584,0,2,5,0,1.225,1.34,4.365,0,0.88,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,2.68,0.88,1.23,0,8.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.113333333,0,5.38,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,0,0,1,1,0,0,2,1,1,0,1,0,44.89,9,2.754063035,0,2.105714286
2016-09-19,0,0,0,0,0,0,0,0,0,0,1.16,1.6,0,3.45,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,4.79,1.97,0,1,9,0,1.12,1.25,4.996666667,0,0.835,0,0,3,2,3,0,2,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1.06,1.26,3.18,0,0,1.05,1.24,0.93,1.25,0,11.81,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,1.6,0,4.79,3.003333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,3,0,0,0,0,1,0,0,3,2,2,0,2,0,43.01,9,2.754063035,0,2.252
2016-09-26,0,0,0,0,0,0,0,0,0,0,0,1.875,0,3.9625,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3.946666667,2.18,0,3,7,1.77,1.326666667,1.23,5.59,0,0.95,2.4,1,3,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3.8,0,1.77,2.87,1.23,0.95,1.11,0,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,1.2625,0,5.64,3.403333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,3,0,0,0,0,2,0,1,3,1,1,0,1,0,43.4,9,2.754063035,3,2.71
2016-10-03,0,0,0,0,0,0,1.05,0,0,0,1.65,1.143333333,0,6.37,0,0,0,0,0,0,1,0,0,0,1,3,0,2,1.05,5.22,2.52,1,1,5,1.05,1.27,1.435,6.37,0,0.94,0,1,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1.05,0,0,0,0,1.65,0,0,0,1.27,1.22,0.94,0,0,12.74,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,1.65,0,0,1.143333333,0,5.22,7.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,1,1,0,0,0,1,0,0,1,2,1,0,1,0,48.01,10,2.743497848,0,2.695714286
2016-10-10,1.5,0,0,0,0,0,0,0,0,0,1.1,1.1225,0,3.77,1,0,0,0,0,0,0,0,0,0,1,4,0,4,0,3.4,1.92125,0,2,8,1.5,1.17,1.22,6.555,0,0.943333333,0,1,3,1,2,0,3,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,2,1,0,1.5,0,0,0,0,0,0,1.1,0,0,0,0,1.25,1.22,2.02,1.16,0,13.11,0.81,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.15,1.113333333,0,5.65,3.143333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,3,0,0,0,0,1,1,1,3,1,1,0,2,0,49.93,10,2.743497848,0,2.217
2016-10-17,0,4.49,0,0,0,0,0,0,0,0,2.4,1.2325,0,6.66,0,1,0,0,0,0,0,0,0,0,1,4,0,2,0,3.21,3.12,0,2,6,3.445,1.28,1.37,6.66,0,0.91,0,2,1,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,4.49,0,0,0,0,2.4,0,0,0,0,0,1.28,2.74,0.91,0,0,13.32,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,1.5,1.143333333,0,4.92,8.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,0,0,0,1,1,0,2,1,1,1,0,1,0,49.08,10,2.743497848,1,3.1425
2016-10-24,0,0,0,0,0,0,0,0,0,0,1.43,1.125,0,3.9675,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,3.695,2.058571429,0,2,7,0,1.083333333,1.24,7.26,0,0.93,0,0,3,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0,1.43,0,0,0,0,1.28,1.24,1.98,0.54,0,14.52,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,1.09,1.136666667,0,6.3,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,3,0,0,0,0,1,1,0,3,1,1,0,2,0,49.19,10,2.743497848,0,2.422222222
2016-10-31,0,4.05,0,0,0,0,0,0,0,0,1.555,1.08,0,3.87,0,1,0,0,0,0,0,0,0,0,2,3,0,4,0,5.17,2.301111111,0,1,9,4.05,1.21,1.4,6.82,0,0.88,0,1,3,2,2,0,2,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,2,1,0,0,4.05,0,0,0,0,0,1.46,1.65,0,0,0,1.17,1.15,0.92,1,0,13.64,0.84,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.555,0,0,1.08,0,5.17,3.436666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,3,0,0,0,0,1,0,1,3,2,1,0,2,0,44.92,10,2.743497848,0,2.588
2016-11-07,0,4.51,0,0,0,0,0,0,0,0,2.72,1.14,0,4.005,0,1,0,0,0,0,0,0,0,0,1,3,0,2,0,0,2.665714286,0,0,7,3.615,1.235,1.26,6.73,0,0.97,0,2,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,4.51,0,0,0,0,2.72,0,0,0,0,0,1.19,1.26,0.97,1.28,0,6.73,0,0,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,0,0,1.14,0,0,4.005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,2,2,1,1,0,1,0,43.04,11,2.65501226,1,2.665714286
2016-11-14,0,3.32,0,0,0,0,0,0,0,0,1.735,1.153333333,0,4.306666667,0,1,0,0,0,0,0,0,0,0,4,3,0,3,0,4.43,2.221,0,1,10,3.075,1.163333333,1.4,5.935,0,1.165,0,2,3,2,2,0,2,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,2,0,0,0,3.32,0,0,0,0,2.83,1.23,1.5,0,1.38,0,1.21,1.3,0.95,1.05,0,11.87,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.735,0,0,1.153333333,0,4.43,4.245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,2,0,0,0,0,1,0,2,3,2,1,0,2,0,42.33,11,2.65501226,2,2.421818182
2016-11-21,0,2.67,0,0,0,0,0,0,0,0,2.292,1.313333333,0,2.1375,0,1,0,0,0,0,0,0,0,0,5,6,0,4,0,2.39,1.75,0,4,12,2.71,1.1725,1.6575,4.415,0,1.123333333,1.62,2,4,4,2,0,3,1,1,0,0,1,1,2,1,0,0,0,2,2,2,0,1,0,1,1,1,0,2.67,0,0,0,0,2.75,1.21,3.71,3.79,0,0,2.35,2.92,2.61,1.13,0,5.04,0.76,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.292,0,1.506666667,1.12,0,5.04,1.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,3,0,0,1,1,1,1,2,3,3,1,0,2,1,44.15,11,2.65501226,1,1.91
2016-11-28,0,2.62,0,0,0,0,0,0,0,0,2.405,1.263333333,0,5.33,0,1,0,0,0,0,0,0,0,0,6,3,0,2,0,3.66,2.530909091,0,1,11,2.776666667,1.37,1.64,4.58,2.43,1.175,0,3,1,2,3,1,2,0,1,0,0,2,0,1,1,1,1,0,1,1,1,0,0,0,2,0,0,0,2.62,0,0,0,0,5.71,0,1.87,3.08,1.34,0,1.37,1.41,1.01,0,0,10.66,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.405,0,0,1.263333333,0,3.66,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1,1,0,0,0,0,1,0,3,1,2,2,1,2,0,44.02,11,2.65501226,2,2.625
2016-12-05,0,2.33,0,0,0,0,0,0,0,0,2.428,0.92,0,4.13,0,1,0,0,0,0,0,0,0,0,5,1,0,3,0,3.99,2.475,0,2,8,2.69,0,1.14,5.1,0,1.09,0,3,0,1,3,0,3,0,1,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,2,1,0,0,2.33,0,0,0,0,5.74,0,1.14,3.77,1.49,0,0,0,0.92,0,0,11.53,0.86,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,2.305,0,0,0.92,0,5.06,3.665,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,2,0,1,0,0,1,0,2,0,1,2,0,3,0,51.51,12,2.744095862,1,2.778
2016-12-12,0,2.62,0,0,0,0,0,0,0,0,2.124,1.2,0,2.568,0,1,0,0,0,0,0,0,0,0,5,3,0,5,0,2.5,2.056666667,0,2,12,2.725,1.44,1.16,4.48,0,1.0375,0,2,3,2,3,0,4,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,2,2,0,0,2.62,0,0,0,0,2.83,1.72,1.04,3.73,1.3,0,1.35,1.28,0.97,1.25,0,9.71,1.88,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.124,0,0,1.2,0,2.5,2.613333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,2,3,0,0,0,0,1,1,2,3,2,2,0,3,0,52.26,12,2.744095862,0,2.12
2016-12-19,2.48,2.3,0,0,0,0,0,0,0,0,2.15,1.21,0,1.09,1,1,0,0,0,0,0,0,0,0,5,4,0,2,0,1.22,1.7775,0,1,12,2.45,1.266666667,1.455,4.26,0,1.0575,0,3,3,2,1,0,4,0,2,0,0,1,1,1,1,0,1,0,1,1,2,0,1,0,0,1,0,2.48,2.3,0,0,0,0,2.57,1.39,1.52,4.26,1.01,0,1.2,1.39,2.25,1.21,0,0,0.97,0,2.48,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,1.22,1.206666667,0,0,1.09,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,2,0,0,0,0,0,1,3,3,2,1,0,3,0,51.81,12,2.744095862,0,1.734615385
2016-12-26,2.9,2.43,0,0,0,0,0,0,0,0,2.532,1.25,0,4.04,1,1,0,0,0,0,0,0,0,0,5,3,0,3,0,5.01,2.404166667,0,1,12,2.665,1.44,1.9,5.166666667,2.32,1.295,0,2,3,2,3,1,2,0,2,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,2,0,0,2.9,2.43,0,0,0,0,0,1.76,2.53,4.44,1.61,0,1.5,1.27,0.98,1.06,0,11.06,0,0,2.9,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.532,0,0,1.25,0,5.01,3.555,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1,2,0,0,0,0,1,0,2,3,2,2,1,2,0,51.96,12,2.744095862,1,2.604615385
2017-01-01,0,2.9,0,0,0,0,0,0,0,0,2.063333333,1.233333333,0,2.87,0,1,0,0,0,0,0,0,0,0,3,3,0,6,0,2.826666667,2.153,0,3,10,2.14,1.3475,2.235,6.385,0,1.033333333,0,2,4,2,2,0,3,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,2,0,2,2,0,0,2.9,0,0,0,0,1.38,1.7,3.11,0,0,0,1.21,1.36,1.13,2.48,0,12.77,1.97,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.063333333,0,0,1.233333333,0,2.826666667,2.913333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,1,0,1,1,2,3,2,1,0,2,0,52.1,1,2.677691226,0,2.308461538
2017-01-06,0,0,0,0,0,0,0,0,0,0,1.455,1.37,0,3.9475,0,0,0,0,0,0,0,0,0,0,2,3,0,4,0,5.42,2.17375,0,1,8,0,1.206666667,1.665,6.83,0,1.1,0,0,3,2,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1.09,1.82,0,0,0,1.36,1.51,1.24,1.17,0,13.66,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.455,0,0,1.37,0,5.42,3.456666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,3,0,0,0,0,1,0,0,3,2,1,0,2,0,54.82,1,2.677691226,0,2.534444444
2017-01-16,0,2.75,1.5,0,0,0,0,0,0,0,1.956666667,1.383333333,0,3.25,0,1,1,0,0,0,0,0,0,0,3,3,0,5,0,3.295,2.175454545,0,2,11,2.75,1.4,1.403333333,5.116666667,0,1.253333333,1.65,1,2,3,3,0,3,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,2,1,1,0,2.75,0,0,0,0,0,0,2.73,3.23,1.41,0,1.48,1.48,1.19,1.32,0,12.12,1.16,0,0,0,2.75,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956666667,0,0,1.383333333,0,3.295,3.22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,3,0,0,0,0,1,0,1,2,3,2,0,3,0,53.72,1,2.677691226,1,2.347692308
2017-01-23,0,0,0,0,0,0,0,0,0,0,1.72,1.383333333,0,4.1425,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,6.93,2.105555556,0,1,9,2.56,1.295,1.435,7.14,0,1.193333333,0,1,2,2,2,0,3,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,2.56,0,1.35,0,1.25,0,1.46,1.52,1.17,1.13,0,14.28,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,1.383333333,0,6.93,3.213333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,0,1,0,1,2,2,1,0,3,0,53.64,1,2.677691226,1,2.588
2017-01-30,0,0,0,0,0,0,0,0,0,0,1.49,1.45,0,3.196,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,3.825,1.83,0,2,11,1.61,1.38,1.615,6.045,0,1.265,1.65,1,3,2,2,0,4,1,0,0,0,1,1,1,0,0,2,0,1,1,1,0,1,0,2,1,1,0,0,0,0,0,0,1.61,1.44,1.73,0,2.67,0,1.57,1.5,1.28,1.13,0,12.09,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,1.45,0,3.825,2.776666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,2,3,0,0,0,0,1,0,1,3,2,1,0,4,0,53.74,1,2.677691226,1,2.136923077
2017-02-06,0,0,0,0,0,0,0,0,0,0,0,1.366666667,0,3.52,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3.17,2.56,0,2,6,0,1.353333333,1.54,6.82,0,1.23,0,0,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,1.54,1.3,2.8,0,13.64,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.366666667,0,3.17,3.753333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,1,0,1,0,0,2,1,1,0,2,0,54.25,2,2.913185476,0,2.7125
2017-02-13,0,0,0,0,0,0,0,0,0,0,0,1.47,0,3.256666667,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2.363333333,0,0,6,0,1.385,1.57,7.41,0,1.215,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.57,1.32,1.25,0,7.41,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,3.256666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,1,1,0,2,0,54.03,2,2.913185476,0,2.363333333
2017-02-20,0,2.85,0,0,0,0,0,0,0,0,3.075,1.286666667,0,3.253333333,0,1,0,0,0,0,0,0,0,0,2,3,0,3,0,0,2.513333333,0,0,9,2.85,1.165,1.45,5.41,0,1.16,0,2,2,1,2,0,2,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,2.85,0,0,0,0,2.85,0,0,3.3,0,0,1.21,1.45,1.2,1.12,0,7.52,1.12,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.075,0,0,1.286666667,0,0,3.253333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,0,0,0,0,2,2,1,2,0,2,0,54.22,2,2.913185476,0,2.513333333
2017-02-27,0,0,0,0,0,0,0,0,0,0,1.49,1.283333333,0,3.4525,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,6.11,1.78,0,1,9,2.08,1.33,1.32,5.72,0,1.1575,0,1,2,1,2,0,4,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,2.08,0,0,0,2.39,0,1.39,1.32,1.14,1.27,0,11.44,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,1.283333333,0,6.11,2.566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,0,1,0,1,2,1,1,0,4,0,54.43,2,2.913185476,1,2.213
