REG_DATE,"º£Æ®³² ³Ãµ¿,»ì","ÅÂ±¹ ³Ãµ¿,»ì,ÀÚ¼÷","º£Æ®³² ³Ãµ¿,»ì,Æ÷ÀåÈ½°¨","º£Æ®³² ³Ãµ¿,»ì,ÀÚ¼÷",ÁÖº° ³Ãµ¿ ÃÑÇÕ,"ÁÖº° ³Ãµ¿,ÀÚ¼÷ ÃÑÇÕ","ÁÖº° ³Ãµ¿,»ì ÃÑÇÕ","ÁÖº° ³Ãµ¿,»ì,ÀÚ¼÷,Æ÷ÀåÈ½°¨ ÃÑÇÕ",³Ãµ¿C,"³Ãµ¿,ÀÚ¼÷C","³Ãµ¿,»ìC","³Ãµ¿,»ì,ÀÚ¼÷,Æ÷ÀåÈ½°¨C",,,,,WEEKCOUNT,MONTH,MONTH_MEAN,P_PRICE
2019-10-14,7.77,12.1825,11.025,7.19,28.59,7.746666667,8.32,37.34,4,0,2,2,,,,,10,10,10.01620699,10.0235
2019-10-21,8.2,12.29,11.08,7.15,29.82,7.83,19,34.81,4,1,3,2,,,,,13,10,10.01620699,10.01384615
2019-10-28,7.98,12.19,9.07,8.01,21,7.93,7,30,3,1,2,2,,,,,10,10,10.01620699,9.099
2019-11-04,8.83,12.09,10.615,7.61,14.29,8.24,13.12,32.12,2,0,3,2,,,,,8,11,10.25152988,9.49625
2019-11-11,8.22,11.99,12.16,7.44,12.41,8.55,14.26,19.27,2,1,3,1,,,,,9,11,10.25152988,9.145555556
2019-11-18,8.33,11.89,10.5,7.89,20.94,7.56,14.84,29.45,3,1,3,2,,,,,12,11,10.25152988,9.283333333
2019-11-25,8.04,11.94333333,10.81,7.6,22.17,8.03,18.65,35.91,3,0,3,2,,,,,10,11,10.25152988,10.318
2019-12-02,8.46,11.99666667,12.25,7.8,23.48,8.5,19.05,35.76,3,1,3,2,,,,,11,12,10.21404633,10.48181818
2019-12-09,8.65,12.05,10.36,9.41,28.09,7.91,27.73,29.68,4,1,4,2,,,,,13,12,10.21404633,9.371538462
2019-12-16,8.37,12.10333333,11.51,8.16,23,7.75,26.81,29.64,3,1,4,2,,,,,12,12,10.21404633,9.603333333
2019-12-23,8.88,12.15666667,12.01,7.49,27.33,15.89,7.49,34.23,4,2,2,2,,,,,12,12,10.21404633,9.443333333
2019-12-30,8.35,12.21,11.6,7.7,21.71,18.63,25.94,35.1,3,0,4,2,,,,,11,12,10.21404633,10.09181818
2020-01-06,8.25,12.455,11.19,7.37,13.31,21.37,25.7,24.82,2,3,4,2,,,,,13,1,9.947144603,8.616153846
2020-01-13,8.27,12.7,10.69,7.31,28.32,7.66,11.6,10.2,4,1,2,1,,,,,11,1,9.947144603,8.795454545
2020-01-20,8.22,12.55333333,10.79,7.71,22.94,7.81,33.56,11.18,3,1,5,1,,,,,12,1,9.947144603,8.5175
2020-01-27,8.92,12.40666667,12,8.48,13.94,16.55,19.23,20.35,2,2,3,1,,,,,10,1,9.947144603,9.947
2020-02-03,8.98,12.26,10.93,8.49,28.45,7.95,20.58,35.76,4,1,3,2,,,,,14,2,9.891867962,10.26153846
2020-02-10,8.39,12.25,9.4,10.9,21.51,7.74,11.18,34.85,3,1,2,2,,,,,11,2,9.891867962,10.56545455
2020-02-17,9.27,12.33,9.94,8.3,19.14,7.81,9.99,26.745,3,1,2,0,,,,,8,2,9.891867962,8.05625
2020-02-24,9.06,12.41,9.58,8.46,19.24,8.54,11.12,18.64,3,1,2,1,,,,,9,2,9.891867962,9.404444444
2020-03-02,8.26,12.49,11.25,8.68,35.36,8.33,16.01,32.77,5,0,3,2,,,,,12,3,10.25212756,9.360833333
2020-03-09,8.31,12.57,12.49,7.95,27.35,8.12,19.215,28.48,4,1,3,2,,,,,13,3,10.25212756,9.575769231
2020-03-16,8.31,12.42,9.62,7.98,19.98,8.155,6.78,22.76,3,0,2,1,,,,,8,3,10.25212756,9.42875
2020-03-23,8.73,12.27,11.87,7.8,18.26,8.19,25.29,20.3,3,0,4,1,,,,,11,3,10.25212756,9.501818182
2020-03-30,9.27,12.62,12.505,8.35,26.91,8.225,25.58,20.41,4,0,4,1,,,,,11,3,10.25212756,9.376363636
2020-04-06,8.91,12.7,13.14,7.45,12.62,8.26,27.29,31.72,2,0,4,2,,,,,11,4,10.39414302,10.34818182
2020-04-13,8.66,12.31,10.85,8.69,18.91,8.295,25.69,38.23,3,0,4,2,,,,,12,4,10.39414302,10.27833333
2020-04-20,8.88,13.28,12.13,8.05,20.26,8.33,26.82,35.705,3,0,4,0,,,,,9,4,10.39414302,8.587777778
2020-04-27,8.52,12.95,13.41,8.9,6.09,8.365,12.24,33.18,1,0,2,2,,,,,8,4,10.39414302,11.91125
2020-05-04,7.98,12.85,14.43,6.94,12.23,8.4,19.31,25.97,2,0,3,2,,,,,9,5,10.44548194,9.475555556
2020-05-11,8.14,12.76,15.45,7.69,12.31,8.435,12.51,30.49,2,0,2,2,,,,,9,5,10.44548194,11.03888889
2020-05-18,8.65,12.84,10.25,8.27,19.4,8.47,18.49,39.17,3,0,3,2,,,,,11,5,10.44548194,10.64272727
2020-05-25,8.43,12.405,12,9.8,18.21,8.505,28.39,22.03,3,0,4,1,,,,,10,5,10.44548194,9.886
2020-06-01,8.14,11.97,11.47,8.81,25.21,8.54,12.83,32.05,4,0,2,2,,,,,10,6,10.17360949,9.901
2020-06-08,9.22,13.41,10.94,7.89,26.39,8.575,6.94,27.81,4,0,2,2,,,,,10,6,10.17360949,9.471
2020-06-15,8.47,13.14,13.52,6.97,26.04,8.61,18.78,33.41,4,1,3,2,,,,,13,6,10.17360949,9.918461538
2020-06-22,8.65,13.855,11.06,8.37,17.5,15.36,11.31,13.65,3,2,2,1,,,,,10,6,10.17360949,8.59
2020-06-29,7.84,14.57,13.89,7.54,18.52,7.83,27.08,17.87,3,1,4,1,,,,,12,6,10.17360949,9.595
2020-07-06,8.06,13.632,10.41,8.085,19.39,8.355,16.68,38.38,3,0,3,2,,,,,9,7,10.39427235,10.32444444
2020-07-13,8.07,12.694,12.74,8.63,30.28,8.88,13.995,34.66,5,1,1,2,,,,,11,7,10.39427235,9.387272727
2020-07-20,8.41,11.756,12.98,8.27,31.24,14.87,11.31,34.7,5,2,2,2,,,,,12,7,10.39427235,9.066666667
2020-07-27,8.61,10.818,13.22,7.72,14.09,13.104,20.29,36.455,2,0,3,2,,,,,9,7,10.39427235,11.15388889
2020-08-03,8.33,9.88,11.42,7.4,26.61,11.338,16.71,19.84,4,0,3,1,,,,,11,8,9.907120555,9.108181818
2020-08-10,8.99,14.28,11.15,7.4,27.43,9.572,26.03,18.98,4,0,4,1,,,,,12,8,9.907120555,9.521666667
2020-08-17,9.72,10.55,12.02,7.83,18.12,7.806,11.27,19.315,3,0,2,1,,,,,9,8,9.907120555,9.869444444
2020-08-24,8.55,11.84,11.19,7.82,18.95,6.04,18.66,35.75,3,1,3,2,,,,,11,8,9.907120555,9.723636364
2020-08-31,8.62,13.13,13.16,6.7,12.75,12.01,19.81,26.89,2,1,3,0,,,,,9,8,9.907120555,9.575555556
2020-09-07,7.67,11.43,12.97,7.08,11.61,8.13,11.6,18.03,2,1,2,1,,,,,8,9,10.19038894,10.18
2020-09-14,8.18,10.84,13.13,7.46,28.35,20.24,19.73,19.62,4,2,3,1,,,,,12,9,10.19038894,9.535
2020-09-21,9.21,11.32,13.29,8.54,19,16.87333333,11.98,32.65,3,0,2,2,,,,,10,9,10.19038894,10.599
2020-09-28,6.5,10.905,12.825,8.1,11.06,13.50666667,19.6,17.33,2,0,3,1,,,,,7,9,10.19038894,8.941428571
2020-10-05,8.24,10.49,12.36,7.92,17.63,10.14,10.32,35.795,3,1,2,2,,,,,10,10,10.01620699,10.0535
2020-10-12,7.97,10.33,11.895,10.97,25.52,9.18,11.87,35.28,4,0,2,2,,,,,10,10,10.01620699,10.194
2020-10-19,7.85,11.265,11.43,7.12,18.85,8.22,17.75,19.2,3,1,3,1,,,,,10,10,10.01620699,9.042
2020-10-26,7.59,12.2,11.62,8.32,17.7,11.85,12.11,32.49,3,1,2,2,,,,,11,10,10.01620699,10.35272727
2020-11-02,8.29,11.51,14.1,7.65,22.37,11.22,21.1,35.55,4,0,3,2,,,,,12,11,10.25152988,10.0475
2020-11-09,9.78,11.04,13.6175,6.67,9.89,10.59,11.32,19.46,2,0,2,1,,,,,7,11,10.25152988,9.737142857
2020-11-16,8.03,11.06,13.135,8.08,12.01,9.96,11.75,19.61,2,0,2,1,,,,,6,11,10.25152988,9.913333333
2020-11-23,7.33,11.08,12.6525,9.25,10.59,9.33,11.45,35.3,2,0,2,2,,,,,8,11,10.25152988,10.625
2020-11-30,10.74,11.84,12.17,7.28,18.51,8.7,12.65,32.505,3,0,2,0,,,,,7,11,10.25152988,8.764285714
2020-12-07,7.75,12.6,12.50666667,7.6,19.53,8.07,10.88,29.71,3,1,2,2,,,,,10,12,10.21404633,9.614
2020-12-14,7.59,11.99,12.84333333,8.26,18.28,9.11,19.3,31.6,3,0,3,2,,,,,10,12,10.21404633,9.702
2020-12-21,7.99,13.885,13.18,6.24,20.43,10.15,23.46,17.44,3,1,3,1,,,,,10,12,10.21404633,9.889
2020-12-28,7.41,15.78,13.57,7.83,18,10.15,18.21,37.81,3,0,3,2,,,,,11,12,10.21404633,10.78272727
