REG_DATE,냉동,"냉동,다리","냉동,동체","냉동,동체,자숙","냉동,지느러미","대만,뉴질랜드,러시아,냉동c","미국,인도네시아,에콰도르,우루과이,에콰도르,베트남,스페인,냉동c","아르헨티나,냉동c","중국,냉동c","중국,인도네시아,냉동,다리c","중국,냉동,동체c","중국,칠레,냉동,동체,자숙c","중국,인도네시아,러시아,냉동,지느러미c","칠레,페루,냉동c","칠레,냉동,다리c","칠레,냉동,동체c","칠레,냉동,지느러미c","캐나다,냉동c","페루,냉동,다리c","페루,냉동,동체c","페루,냉동,동체,자숙c","페루,냉동,지느러미c",,,,,,,두바이유,MONTH,MONTH_MEAN,CTRY_DIF,P_PRICE
2018-12-10,3.672857143,2.305,3.66,6.3,2.4,2,1,0,4,1,1,0,0,0,0,0,1,0,1,0,1,1,,,,,,,59.01,12,2.744095862,2,3.467692308
2018-12-17,4.135,1.53,3.34,5.86,2.475,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,,,,,,,59.14,12,2.744095862,0,3.421428571
2018-12-24,3.82,1.835,2.57,6.78,2.22,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,,,,,,,56.93,12,2.744095862,0,3.35875
2018-12-31,3.755,1.62,2.885,6.52,2.36,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,57.32,12,2.744095862,0,2.876666667
2019-01-07,3.58,2.66,3.69,6.26,2.21,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,55.62,1,2.677691226,0,3.144
2019-01-14,3.355,2,3.6,6,2.11,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,57.64,1,2.677691226,0,3.403333333
2019-01-21,2.855,1.35,4.02,4.48,2.3,3,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,59.52,1,2.677691226,0,3.069090909
2019-01-28,2.726666667,3.06,3.02,5.028333333,2.193333333,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,58.92,1,2.677691226,1,2.852
2019-02-04,2.91,3.765,2.7825,5.576666667,2.086666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,62.55,2,2.913185476,0,2.91
2019-02-11,2.64,4.47,2.545,6.125,1.98,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,2,1,,,,,,,61.65,2,2.913185476,1,3.523333333
2019-02-18,2.336666667,1.44,2.77,5.32,2.08,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,1,,,,,,,64.68,2,2.913185476,0,3.161
2019-02-25,3.995,1.4,2.5075,5.94,1.92,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,64.5,2,2.913185476,0,3.45
2019-03-04,2.14,1.35,2.245,5.23,1.91,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,2,1,,,,,,,65.61,3,2.811885022,1,2.756
2019-03-11,4.06,1.79,2.925,5.31,2.04,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,1,,,,,,,66.59,3,2.811885022,0,3.301428571
2019-03-18,2.972,1.79,3.28,4.31,1.88,2,0,1,1,1,1,1,0,1,0,0,0,0,1,1,2,1,,,,,,,67.02,3,2.811885022,0,3.062307692
2019-03-25,2.87,2.665,1.96,5.776666667,2.003333333,0,0,0,2,1,1,1,1,1,0,0,0,0,1,1,2,2,,,,,,,66.89,3,2.811885022,1,3.169230769
2019-04-01,2.676666667,1.47,2.8,5.21,1.73,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2,2,,,,,,,68.46,4,2.613402548,0,2.908888889
2019-04-08,3.385,2.02,2.275,5.37,1.78,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,1,,,,,,,70.09,4,2.613402548,0,3.043
2019-04-15,4.26,1.91,2.27,4.765,1.8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,1,,,,,,,69.83,4,2.613402548,0,3.148571429
2019-04-22,3.76,1.55,2.115,5.14,1.76,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,2,2,,,,,,,71.02,4,2.613402548,0,3.224
2019-04-29,3.82,1.62,2.165,4.42,1.7,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,2,,,,,,,70.93,4,2.613402548,0,2.965
2019-05-06,2.6,1.9,2.23,4.55,1.72,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,2,1,,,,,,,70.56,5,2.514843451,0,2.835833333
2019-05-13,4.166666667,1.51,2.36,5.403333333,1.916666667,0,0,1,2,0,1,1,1,0,0,0,0,0,1,1,2,2,,,,,,,69.64,5,2.514843451,1,3.390833333
2019-05-20,3.02,1.63,2.14,5.925,1.785,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,2,,,,,,,70.91,5,2.514843451,0,3.041111111
2019-05-27,2.736666667,1.75,2.235,5.74,1.8,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,2,1,,,,,,,69.43,5,2.514843451,1,2.946
2019-06-03,3.56,1.62,2.26,4.995,1.79,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1,,,,,,,60.4,6,2.559927514,0,3.13
2019-06-10,3.886666667,2.253333333,2.3,7.29,1.89,2,0,2,2,1,1,0,0,0,0,1,1,0,2,1,1,1,,,,,,,60.59,6,2.559927514,1,3.284375
2019-06-17,4.038,2.123333333,2.296666667,4.115,1.796666667,2,0,1,2,1,1,1,1,0,1,1,1,0,1,1,1,1,,,,,,,59.94,6,2.559927514,1,2.977647059
2019-06-24,3.2275,1.85,2.386666667,5.186666667,1.91,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,2,1,,,,,,,61.64,6,2.559927514,0,3.043529412
2019-07-01,2.7075,2.0725,3.055,5.49,1.97,0,1,1,1,2,2,0,0,1,1,1,1,0,1,1,2,1,,,,,,,63.19,7,2.74283167,0,2.89125
2019-07-08,3.555,1.983333333,2.453333333,6,2.125,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,,,,,,,62.61,7,2.74283167,0,2.906153846
2019-07-15,3.69,2.146666667,2.47,6.215,2.055,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,2,1,,,,,,,64.31,7,2.74283167,1,3.172941176
2019-07-22,3.62,1.97,2.736666667,6.43,2.13,2,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,,,,,,,62.95,7,2.74283167,0,3.072857143
2019-07-29,2.796666667,2.3025,2.53,5.94,2.16,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,,,,,,,63.16,7,2.74283167,0,2.726923077
2019-08-05,3.298,2.08,2.73,5.45,2.095,1,0,1,2,0,1,0,0,1,1,1,1,0,1,1,1,1,,,,,,,58.86,8,2.810114433,1,2.96
2019-08-12,2.54,2.08,2.5,4.87,2.183333333,0,0,0,1,0,0,0,0,0,1,2,2,0,1,1,2,1,,,,,,,58.35,8,2.810114433,2,2.771818182
2019-08-19,2.62,2.215,2.536666667,5.12,2.06,0,0,0,2,0,1,0,1,1,1,1,1,0,1,1,1,1,,,,,,,58.93,8,2.810114433,1,2.599230769
2019-08-26,3.246666667,2.225,2.44,5.74,2.01,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,2,1,,,,,,,58.87,8,2.810114433,0,2.96
2019-09-02,3.345,2.01,2.466666667,4.385,2.09,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,2,1,,,,,,,59.11,9,2.754063035,0,2.726153846
2019-09-09,2.3,2.25,2.503333333,5.895,1.96,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,2,1,,,,,,,60.06,9,2.754063035,0,3.043636364
2019-09-16,3.7,2.22,2.42,4.1,2,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,,,,63.12,9,2.754063035,0,2.72
2019-09-23,2.14,2.606666667,2.293333333,3.483333333,2.005,0,0,0,2,0,1,1,0,0,2,1,1,0,1,1,2,1,,,,,,,61.64,9,2.754063035,2,2.572307692
2019-09-30,2.625,2.273333333,2.375,4.91,1.855,0,0,1,1,1,1,0,0,0,1,2,1,0,1,1,2,1,,,,,,,61.12,9,2.754063035,1,2.7
2019-10-07,3.11,2.286666667,2.46,4.47,1.963333333,1,0,1,2,0,1,0,0,0,2,2,2,0,1,1,2,1,,,,,,,58.22,10,2.743497848,4,2.748125
2019-10-14,3.28,2.345,2.47,3.385,1.886666667,0,0,0,1,1,1,1,0,0,2,2,2,0,1,1,1,1,,,,,,,58.94,10,2.743497848,3,2.497857143
2019-10-21,3.01,2.16,2.176666667,4.4,1.66,0,0,0,2,1,1,0,0,0,1,1,1,0,1,1,1,1,,,,,,,58.87,10,2.743497848,1,2.431818182
2019-10-28,3.415,2.24,2.285,6.4,1.986666667,0,1,0,1,0,1,0,0,0,1,2,2,0,0,1,1,1,,,,,,,59.45,10,2.743497848,2,2.835
2019-11-04,2.96,2.366666667,2.383333333,4.87,1.82,0,1,0,2,1,1,0,0,0,1,1,1,0,1,1,1,1,,,,,,,60.89,11,2.65501226,2,2.655384615
2019-11-11,1.9,2.03,2.4,3.9,1.903333333,0,0,0,1,0,1,0,0,0,2,2,2,0,0,1,1,1,,,,,,,61.09,11,2.65501226,3,2.288181818
2019-11-18,3.1,2.19,2.33,3.925,1.81,0,1,0,2,1,1,0,0,0,1,1,1,0,0,1,0,2,,,,,,,61.56,11,2.65501226,1,2.372727273
2019-11-25,3.75,2.28,2.4,3.95,1.716666667,0,0,0,2,1,1,0,1,0,0,1,1,0,1,1,1,1,,,,,,,61.94,11,2.65501226,0,2.578181818
2019-12-02,2.73,2.213333333,2.46,3.8,1.625,1,1,0,1,0,1,0,0,0,1,1,1,0,2,1,1,1,,,,,,,60.41,12,2.744095862,0,2.438333333
2019-12-09,4.3,2.21,2.676666667,3.66,1.575,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,2,1,,,,,,,63.34,12,2.744095862,0,2.885454545
2019-12-16,4.42,2.203333333,2.42,3.16,2.1075,1,0,0,1,0,1,1,2,0,0,1,1,0,0,1,0,1,,,,,,,64.19,12,2.744095862,1,2.769
2019-12-23,3.64,2.196666667,2.84,3.87,1.745,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1,1,1,,,,,,,64.65,12,2.744095862,1,2.977777778
2019-12-30,3.41,2.19,2.813333333,3.993333333,1.78,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,2,1,,,,,,,64.85,12,2.744095862,1,2.953571429
2020-01-06,3.896666667,2.346666667,2.3725,4,1.83,0,0,0,3,1,1,0,0,0,1,2,2,0,1,1,1,1,,,,,,,68.28,1,2.677691226,3,2.694666667
2020-01-13,4.355,2.323333333,2.79,4.06,1.765,1,0,0,1,0,1,1,0,0,1,1,1,0,2,1,1,1,,,,,,,65.72,1,2.677691226,0,2.933076923
2020-01-20,4.165,2.27,2.51,5.39,2.206666667,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,,,,,,,65.75,1,2.677691226,0,2.9325
2020-01-27,3.23,2.23,2.45,3.93,1.63,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,,,,64.37,1,2.677691226,0,2.573
2020-02-03,2.2185,2.06,2.13,5.69,1.61,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,53.5,2,2.913185476,0,2.8634
2020-02-10,3.30425,2.43,2.11,3.72,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,,,,,53,2,2.913185476,0,3.183333333
2020-02-17,4.39,2.8,2.02,3.8,1.57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,55.34,2,2.913185476,0,2.916
2020-02-24,2.68,2.41,2.216666667,3.8,1.996666667,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,,,,,,,54.68,2,2.913185476,0,2.419166667
2020-03-02,3.046666667,3.01,2.483333333,4.445,1.85,0,1,0,2,0,1,0,0,0,0,1,0,0,1,1,2,1,,,,,,,50.95,3,2.811885022,1,3.053636364
2020-03-09,2.68,2.48,2.563333333,4.15,1.8,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,2,1,,,,,,,36.26,3,2.811885022,0,2.73
2020-03-16,3.51,2.325,3.2,3.345,1.705,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,,,,,,,35.45,3,2.811885022,0,2.74
2020-03-23,3.88,2.1,2.46,3.556666667,1.57,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,,,,,,,33.96,3,2.811885022,0,2.357142857
2020-03-30,1.96,2.27,2.065,3.768333333,1.595,0,0,0,1,0,0,0,0,0,1,1,2,0,1,1,0,0,,,,,,,33.84,3,2.811885022,1,2.06
2020-04-06,3.183333333,2.1,2.455,3.98,2.365,0,0,1,2,0,1,0,1,0,1,1,1,0,0,0,1,0,,,,,,,27.45,4,2.613402548,2,2.807777778
2020-04-13,2.673333333,2.55,2.05,4.4,1.76,0,0,1,2,0,1,0,0,0,1,1,1,0,0,0,1,1,,,,,,,24.74,4,2.613402548,1,2.51
2020-04-20,2.49,2.466666667,2.33,4.1,1.673333333,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,,,,,,,21.47,4,2.613402548,0,2.378181818
2020-04-27,2.67,2.25,2.16,3.98,1.65,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,,,,,,,20.37,4,2.613402548,0,2.47375
2020-05-04,3.77,2.853333333,2.145,6.69,2.12,0,0,1,2,0,1,1,1,0,1,1,1,0,2,0,0,0,,,,,,,26.2,5,2.514843451,1,3.049166667
2020-05-11,3.918,2.43,2.355,5.43,1.583333333,2,0,2,1,0,1,0,1,0,1,1,1,0,1,0,1,1,,,,,,,27.27,5,2.514843451,0,3.100666667
2020-05-18,3.35,2.185,2.12,4.355,1.683333333,0,1,2,1,1,1,1,1,0,1,1,1,0,0,1,1,1,,,,,,,30.55,5,2.514843451,0,2.706428571
2020-05-25,3.185,2.09,1.975,4.41,1.37,0,0,0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,,,,,,,30.34,5,2.514843451,2,2.87
2020-06-01,3.875,2.396666667,2.385,4.5475,1.686666667,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,,,,,,,38.32,6,2.559927514,0,2.477
2020-06-08,3.065,2.306666667,2.166666667,4.685,1.593333333,0,0,0,2,1,1,1,1,0,1,1,1,0,1,1,1,1,,,,,,,40.69,6,2.559927514,1,2.592307692
2020-06-15,3.47,2.35,2.046666667,3.53,1.533333333,1,0,1,2,1,1,1,1,0,1,1,1,0,0,1,0,1,,,,,,,39.85,6,2.559927514,1,2.526923077
2020-06-22,2.9225,2.535,1.99,3.69,2.253333333,2,0,1,1,1,1,1,2,0,1,1,1,0,0,0,0,0,,,,,,,41.12,6,2.559927514,1,2.68
2020-06-29,3.103333333,2.5,2.09,3.72,1.62,0,0,1,2,1,1,1,0,0,1,1,1,0,1,1,0,0,,,,,,,40.8,6,2.559927514,1,2.583636364
2020-07-06,2.96,2.543333333,2.186666667,4.143333333,1.67,0,0,0,1,1,1,2,1,0,1,1,1,0,1,1,1,1,,,,,,,42.89,7,2.74283167,0,2.660769231
2020-07-13,4.035,2.626666667,2.043333333,3.946666667,1.64,1,0,1,2,1,1,2,0,0,1,1,1,0,1,1,1,0,,,,,,,43.1,7,2.74283167,1,3.153333333
2020-07-20,3.533333333,2.61,1.966666667,4.225,1.255,0,0,2,1,0,1,1,1,0,1,1,1,0,0,1,1,0,,,,,,,43.05,7,2.74283167,0,2.733636364
2020-07-27,3.463333333,2.473333333,1.89,5.33,1.536666667,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,2,1,,,,,,,43.33,7,2.74283167,0,2.767857143
2020-08-03,4.071666667,2.646666667,1.913333333,4.695,1.715,1,1,1,3,1,1,0,0,0,1,1,1,0,1,1,2,1,,,,,,,43.39,8,2.810114433,2,3.183125
2020-08-10,3.533333333,2.67,1.983333333,4.625,1.366666667,1,0,1,1,0,1,0,1,0,1,1,1,0,2,1,2,1,,,,,,,43.78,8,2.810114433,0,2.794
2020-08-17,3.36,2.213333333,2.27,4.41,1.65,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,2,1,,,,,,,43.78,8,2.810114433,0,2.690833333
2020-08-24,3.3275,2.58,2.016666667,4.39,1.406666667,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,,,,,,,43.91,8,2.810114433,0,2.548461538
2020-08-31,3.75,2.3275,1.89,4.37,1.413333333,2,0,0,1,1,1,0,1,0,1,1,1,0,2,1,2,1,,,,,,,43.99,8,2.810114433,0,2.614
2020-09-07,3.24,2.293333333,2,4.125,1.63,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,2,1,,,,,,,42.61,9,2.754063035,0,2.675833333
2020-09-14,3.24,2.425,1.856666667,4.915,1.585,2,0,1,1,0,1,0,0,0,1,1,1,0,1,1,2,1,,,,,,,40.15,9,2.754063035,0,2.712142857
2020-09-21,3.226666667,2.413333333,1.716666667,4.015,1.503333333,1,1,1,3,0,1,0,0,0,1,1,1,0,2,1,2,2,,,,,,,41.41,9,2.754063035,1,2.662777778
2020-09-28,3.58,2.55,1.703333333,4.14,1.253333333,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,,,,,,,41.62,9,2.754063035,0,2.297272727
2020-10-05,3.005,2.435,1.866666667,3.96,1.22,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,2,1,,,,,,,40.42,10,2.743497848,0,2.635833333
2020-10-12,2.815,2.205,1.763333333,3.83,1.246666667,0,2,1,2,1,1,0,0,0,1,1,1,1,2,1,2,2,,,,,,,40.78,10,2.743497848,1,2.387368421
2020-10-19,3.4,2.41,1.696666667,4.36,1.11,2,1,1,1,0,1,0,0,0,0,1,0,0,1,1,2,1,,,,,,,41.37,10,2.743497848,0,2.860833333
2020-10-26,2.902,2.43,1.425,4.185,1.105,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,2,2,,,,,,,40.89,10,2.743497848,0,2.530833333
2020-11-02,2.9,2.2925,1.663333333,4.8,1.22,0,2,1,2,1,1,0,0,0,1,1,1,1,2,1,1,1,,,,,,,38.36,11,2.65501226,0,2.423529412
2020-11-09,3.336666667,2.21,1.593333333,5.03,1.105,0,1,1,3,0,1,0,1,0,0,1,0,1,2,1,2,1,,,,,,,41.4,11,2.65501226,1,2.766
2020-11-16,3.284285714,2.083333333,2.293333333,3.585,1.226666667,2,1,1,3,1,1,0,0,0,0,1,1,0,2,1,2,2,,,,,,,42.52,11,2.65501226,1,2.609444444
2020-11-23,3.5025,2.19,1.425,4.43,1.03,0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,2,2,,,,,,,43.08,11,2.65501226,1,2.724545455
2020-11-30,3.003333333,1.975,1.44,3.945,1.08,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,1,,,,,,,43.39,11,2.65501226,0,2.481
2020-12-07,3.436666667,2.2,1.94,4.305,1.09,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,2,1,,,,,,,48.23,12,2.744095862,0,2.898888889
2020-12-14,3.383333333,2.076666667,1.395,3.53,1.3775,2,0,0,1,1,1,0,1,0,0,0,1,0,2,1,2,2,,,,,,,49.46,12,2.744095862,0,2.240666667
2020-12-21,3.5425,2.15,1.47,3.18,0.98,0,0,1,3,0,1,0,0,0,0,0,0,0,1,1,1,1,,,,,,,49.86,12,2.744095862,2,2.602222222
2020-12-28,3.18,2.065,1.745,2.91,1.33,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,1,,,,,,,49.77,12,2.744095862,2,2.2775
